id,name,host_total_listings_count,neighbourhood_group_cleansed,accommodates,price,has_availability,availability_365
23114905,Stylish Studio with Magnificent View Las Ramblas,6.0,Ciutat Vella,3,248.0,t,278
23116541,Habitación  cómoda y grande con baño privado,3.0,Gràcia,2,,t,0
23138164,Lovely Sunny Double Room,5.0,Sant Martí,2,,t,3
23140998,Habitación doble con baño privado y terraza,3.0,Horta-Guinardó,2,,t,0
22836980,MONTHLY APARMENT IN PASSEIG DE GRÀCIA,12.0,Gràcia,2,103.0,t,220
22838124,"Bonito, luminoso y céntrico/WIFI/10' Rambla/Puerto",2.0,Sants-Montjuïc,7,72.0,t,309
22846615,BCN Center + 1 XXL or 2 Bed + Balcony + A/C + Desk,3.0,Sants-Montjuïc,1,55.0,t,139
23142441,Room close Plaza Cataluña with private bathroom,6.0,Eixample,2,108.0,t,58
23142945,Habitacion indivual en piso con terraza con vistas,3.0,Horta-Guinardó,1,,t,0
23160400,Alos Apartments Gracia 2.1 (HUTB-005624),5.0,Gràcia,4,225.0,t,54
23173279,Barcelona Marta´s Flat 3 - Sant Andreu (Long Stay),4.0,Sant Andreu,4,55.0,t,108
23187368,Well connected central modernist apartment,1.0,Eixample,2,,,0
23192971,Central quiet apartment up to 3,173.0,Eixample,3,207.0,t,327
23193022,Quiet apartment for 4 persons next Sagrada Familia,173.0,Sant Martí,4,253.0,t,334
23193027,Modern apartment near to Sagrada Familia,173.0,Eixample,4,198.0,t,352
23193038,Amazing apartment 2 bedroom in Eixample,173.0,Eixample,4,214.0,t,327
22860004,el monte,2.0,Nou Barris,4,,,0
22862211,Room for 32 days minimum with private bathroom,5.0,Eixample,1,30.0,t,87
22878815,Four bedroom apartment in Consell de Cent - You Stylish,44.0,Eixample,8,437.0,t,164
22881017,Poblenou Nest - Homecelona Apts,11.0,Sant Martí,5,210.0,t,267
22884599,Spacious room with double bed (1 person),1.0,Sarrià-Sant Gervasi,1,,t,0
22885486,Habitación doble al lado del Camp Nou,1.0,Les Corts,2,,t,0
22917625,A beautiful room in Poblenou. Great location!,1.0,Ciutat Vella,2,,,0
22919144,AB Paral·lel Tapioles,258.0,Sants-Montjuïc,3,164.0,t,308
22941148,Comodo habotacion,3.0,Sant Martí,2,,,0
22949272,Be Barcelona - Plaza Catalunya Nice and Comfy 2.3 (MP4),27.0,Eixample,4,231.0,t,87
22949939,2bd apartment close to Rambla Catalunya,58.0,Eixample,5,266.0,t,48
23211973,MODERN 2-BEDROOM APARTMENT GRACIA,165.0,Gràcia,3,95.0,t,109
23215616,CLEAN COZY ROOM AT THE CENTER OF BARCELONA 1,1.0,Ciutat Vella,2,,t,0
23219683,Private room in shared flat. 7 mins from Espanya,1.0,Eixample,1,,t,0
23220111,Habitación doble cómoda y céntrica (Eixample),1.0,Eixample,2,,t,0
23225318,"Barcelona, Inmejorable Ubicación",2.0,Gràcia,1,,,0
23230289,Room for the Mobile Congress//Habitación FIRA BCN,1.0,Eixample,1,,,0
23244848,★ PLAYA SUN by Cocoon Barcelona,10.0,Ciutat Vella,2,54.0,t,242
23247040,Codina,1.0,Horta-Guinardó,2,,,0
23247806,Gotico hideaway (ensuite  bathroom),5.0,Ciutat Vella,2,43.0,t,87
23249384,Casa compartida en Parc Güell  6/7 huéspedes,5.0,Gràcia,7,590.0,t,180
22952251,AB Eixample Ausiàs Marc,258.0,Eixample,5,181.0,t,323
22953070,Penthouse with terrace in Sant Gervasi Galvany,1.0,Sarrià-Sant Gervasi,3,190.0,t,93
22954891,Encantador apartamento en Barrio Gótico - Primero,1.0,Ciutat Vella,2,46.0,t,208
22958216,Cozy room in the centre of Barcelona,1.0,Ciutat Vella,2,,,0
22965293,Inside but shinny double room,1.0,Sants-Montjuïc,2,,t,0
22967713,Apartamento Sagrada Familia,3.0,Sant Martí,4,200.0,t,352
22978545,Apartment Eduardo,11.0,Horta-Guinardó,5,123.0,t,47
23258844,"Sunny room , private bathroom & livingroom",124.0,Ciutat Vella,2,41.0,t,365
23262282,2 BD APARTMENT WITH SPECTACULAR TERRACE PARK GÜELL,58.0,Gràcia,4,173.0,t,72
23263002,CENTRAL 1 DB APARTMENT PARAL.LEL DRASSANES,58.0,Sants-Montjuïc,4,154.0,t,97
23263931,Nice 2 bedroom attic with terrace close to Sants,10.0,Sants-Montjuïc,4,274.0,t,349
23265494,Casilda's White Beach Boutique,11.0,Sant Martí,5,263.0,t,312
23268496,Single Room,1.0,Nou Barris,1,27.0,t,284
23269806,Dreamy Duplex - Stylish Beach Loft,75.0,Sant Martí,5,171.0,t,344
23271728,Habitación doble con patio y baño privado,1.0,Sants-Montjuïc,2,97.0,t,188
23278873,Acogedor apartamento en Barcelona,1.0,Eixample,2,160.0,t,94
22991301,Confy One bedroom flat in the centre with parking,38.0,Eixample,4,302.0,t,351
22991302,Cosy One bedroom in the centre with parking,38.0,Eixample,4,448.0,t,346
22994186,"Deluxe, central, city views, balcony",56.0,Eixample,4,222.0,t,344
22998247,'BEST LOCATION' 2BD 2BTH Wi-Fi/ SMART TV's/AC 6PP,22.0,Eixample,5,354.0,t,101
23284398,Fully equipped studio with kitchenette & bathroom,38.0,Ciutat Vella,2,462.0,t,339
23284399,Studio located in the best part of the city,38.0,Ciutat Vella,2,507.0,t,351
23284612,"SINGLE ROOM, EIXAMPLE DISTRICT",3.0,Eixample,1,,,0
23292197,Cozy design apartment in the center,47.0,Eixample,4,245.0,t,52
23292573,Boutique Penthouse in the center with terrace II,47.0,Eixample,4,255.0,t,95
23292833,Boutique Penthouse with private terrace,47.0,Eixample,4,250.0,t,75
23301371,"3B1B, Terrace, Balcony, Metro & bus doorstep",15.0,Sants-Montjuïc,4,,t,0
23305890,Bonita habitación doble de uso individual,3.0,Eixample,1,,t,0
23000537,PRIVILEGED LOCATION and A LOCAL EXPERIENCE,1.0,Sant Martí,2,,t,0
23001940,Modern and stylish apartment in Poble Sec,1.0,Sants-Montjuïc,4,135.0,t,245
23004383,"Suite with lavabo'n terrace, magnific view",3.0,Horta-Guinardó,2,78.0,t,83
23008401,Double Camp Nou Stadium Room Perfect Flat,9.0,Les Corts,1,15.0,t,0
23008556,Good confortable room,9.0,Les Corts,1,20.0,t,0
23012707,7 Bedroom apartment in city centre- Classic Style,38.0,Ciutat Vella,10,1875.0,t,53
23015354,Cosy double bedroom in Plaza Catalunya,1.0,Eixample,2,,,0
23015638,"Barcelona Attic. Private terrace, amazing views!",5.0,Sant Martí,2,89.0,t,114
23308409,Suite Room private bath in Sagrada Familia,7.0,Eixample,1,35.0,t,282
23308853,Apartment next to Fira,2.0,Sants-Montjuïc,1,,t,0
23309798,Habitación a 200 metros de la FİRA,2.0,Sants-Montjuïc,1,,,0
23316066,one bedroom apartment next to Paseo de Gracia,173.0,Eixample,3,295.0,t,326
23316067,2 bedroom apartment in Enric Granados,173.0,Eixample,6,272.0,t,320
23317712,Stylish design 1 bed in the heart of Gracia,1.0,Gràcia,4,80.0,t,266
23320015,Alos Apartments Gracia 1.1 (HUTB-005618),5.0,Gràcia,3,175.0,t,70
23334103,Home near Pl. España. Parties not welcome.,1.0,Sants-Montjuïc,3,140.0,t,320
23338070,Private & comfortable single bedroom,1.0,Sant Andreu,1,,t,0
23341085,Habitación doble,1.0,Sant Andreu,1,,,0
23030695,Working Room,3.0,Sants-Montjuïc,1,22.0,t,98
23031576,Best location Gracia ***!,1.0,Gràcia,3,181.0,t,167
23031619,"Spacious 2 BR apartment, quick access to Downtown",38.0,Eixample,6,294.0,t,349
23033374,Central apartment 31,17.0,Ciutat Vella,4,172.0,t,125
23038674,Comodidad y elegancia a lado de la Diagonal,2.0,Eixample,3,135.0,t,235
23050618,Boutique Apartment in the city center,1.0,Ciutat Vella,3,,t,124
23346158,Habitación Doble en Sagrada Familia,1.0,Eixample,2,,,0
23350753,Lovely private room in the Sagrada Familia,2.0,Gràcia,2,,t,0
23374935,Three Bedrooms and Terrace. Ramblas,1.0,Ciutat Vella,6,422.0,t,261
23386430,Place to stay next to Villa de Gràcia,2.0,Gràcia,2,,t,0
23394761,Room + Private bathroom. (Metro Clot L1-L2 at 90m),1.0,Sant Martí,2,,t,0
23396273,"Barcelona central, modernist architecture +balcony",4.0,Eixample,4,147.0,t,206
23397314,Casilda's Beige Beach Boutique,11.0,Sant Martí,5,309.0,t,290
23398192,Double room near Plaza España,1.0,Sants-Montjuïc,2,64.0,t,71
23409609,Habitación doble baño privado BCN Sants,4.0,Sants-Montjuïc,2,,t,0
23415329,diagonal mar海邊公寓,2.0,Sant Martí,1,,t,0
23430471,Amazing Penthouse Private HugeTerrace Renov 2022.,115.0,Sant Andreu,2,35.0,t,1
23051086,Autèntic Monumental 31,21.0,Eixample,10,425.0,t,297
23690277,Superior Apartment with views to La Pedrera,7.0,Eixample,7,459.0,t,153
23690532,"Acogedora habitación muy luminosa en L5 ""Maragall""",4.0,Nou Barris,3,86.0,t,20
23691762,Sagrada Familia 32 2 minutes walking,19.0,Eixample,6,180.0,t,327
23430603,"COZY, WELL ILUMINATED ROOM AT BARCELONA CENTRE",3.0,Ciutat Vella,2,,t,0
23430868,Exclusive executive apartment,3.0,Eixample,2,,t,0
23431078,Big cozy room with private terrace.,3.0,Ciutat Vella,2,,t,0
23433992,Spacious and bright apt for 6 near Sagrada Familia,82.0,Gràcia,6,160.0,t,95
23435241,Mobile Congress World 2018,2.0,Sants-Montjuïc,1,,,0
23448129,Encantadora habitación doble en Sagrada Familia,3.0,Eixample,2,,t,0
23451393,"MWC- Mobile World Congress, modern room, Sagrada F",1.0,Horta-Guinardó,1,,,0
23452436,The Central Place Terrase II,111.0,Eixample,4,300.0,t,108
23459704,Cómodo apartamento cerca de la Sagrada Familia,7.0,Sant Martí,4,65.0,t,133
23462402,190 sq ft Spacious Studio Room in Born,2.0,Ciutat Vella,2,,,0
23692077,Top quality apartment in the city center,43.0,Eixample,4,307.0,t,169
23693686,Centrica habitación en Barcelona,1.0,Ciutat Vella,2,,,0
23694336,Superior Deluxe Six-bedroom Apartment,7.0,Eixample,13,983.0,t,151
23710638,Habitaciones individuales,1.0,Horta-Guinardó,2,,,0
23718657,Luxury Roma,7.0,Eixample,4,100.0,t,5
23737219,Beautiful room in the heart of the city,3.0,Ciutat Vella,2,,t,0
23737826,Sagrada Familia P2,19.0,Eixample,6,261.0,t,300
23748242,HAB PRIVADA,1.0,Ciutat Vella,2,60.0,t,0
23756522,Descanso....,3.0,Sants-Montjuïc,2,99.0,t,333
23759457,"Batllo luxury Apt, king size bed, 300mega WiFi,",9.0,Eixample,2,120.0,t,159
23761904,"3 bedroom, 2 bathrooms next to Ramblas",18.0,Sants-Montjuïc,8,218.0,t,304
23769237,habitación  para 2 personas en centro de Barcelona,1.0,Sants-Montjuïc,2,26.0,t,90
23463004,Apartment overlooking Sagrada Familia with A/C and Wifi,28.0,Eixample,4,221.0,t,73
23463007,Apartment next to Sagrada Familila with A/C and Wifi,28.0,Eixample,3,186.0,t,52
23479384,"Studio Ángel ""Plaza De España""",22.0,Eixample,2,50.0,t,67
23481132,Confort,1.0,Sants-Montjuïc,1,,t,0
23481476,Pintura apartment,2.0,Ciutat Vella,2,28.0,t,79
23492339,Modern Apartment in Gracia with Private Pool,1.0,Gràcia,4,324.0,t,49
23494716,Cozy Room in Bcn center! with private bath,2.0,Eixample,1,40.0,t,365
23500405,Habitacio ⛪ la catedral,1.0,Ciutat Vella,2,,,0
23511046,Piso Sagrada Familia,2.0,Horta-Guinardó,4,130.0,t,286
23512897,"B- 2 BDR WITH SUNNY TERRACE,SAGRADA FAMILIA/GRACIA",4.0,Gràcia,5,224.0,t,114
23533196,Sagrada Familia 53,19.0,Eixample,4,199.0,t,329
23770749,Hab.privada,1.0,Nou Barris,1,,,0
23779650,Acogedora habitación con encanto en Barcelona,1.0,Gràcia,2,,,0
23785855,Большая комната в Испанском стиле.,1.0,Eixample,2,,t,0
23791776,Barcelona Premium Amplio Piso en Sant Antoni,3.0,Eixample,2,89.0,t,87
23797007,"Nice room, Lovely apartment next to the beach",1.0,Sant Martí,2,,t,0
23802379,Sagrada Familia 22,19.0,Eixample,6,182.0,t,332
23804730,Sagrada Familia 21,19.0,Eixample,6,161.0,t,324
23805819,Habitacion doble llena de sol,1.0,Sarrià-Sant Gervasi,2,,t,0
23533455,Sagrada Familia P4,19.0,Eixample,5,231.0,t,311
23572241,Habitación en ParcGüell 2/3Huéspedes,5.0,Gràcia,3,175.0,t,179
23577159,DOUBLE ROOM IN THE CENTER OF BARCELONA,4.0,Ciutat Vella,2,,t,0
23586517,Cozy apartment next to Mercat Sant Antoni-Ramblas,47.0,Eixample,3,180.0,t,88
23586943,Centrico apartamento 41,17.0,Ciutat Vella,4,177.0,t,121
23595865,Piso barrio Eixample Esquerra 95 metros.,1.0,Eixample,1,,,0
23609083,Sunny bedroom close to Sagrada Família,1.0,Eixample,2,,,0
23621398,Art House Maiol with Terrace,22.0,Eixample,3,269.0,t,90
23625269,Sagrada Familia 33,19.0,Eixample,4,223.0,t,329
23638419,Sagrada Familia 31,19.0,Eixample,6,264.0,t,333
23814991,Cozy apartment in Sagrada Familia,5.0,Eixample,3,176.0,t,263
23822755,Cosy & Quiet doble Room near the Ramblas,2.0,Ciutat Vella,2,,,0
23836924,COZY  PARK GUELL BARO 3,15.0,Horta-Guinardó,2,110.0,t,172
23641987,Dandi Terrace Debonair Apartment by Passeig de Gràcia,34.0,Eixample,6,297.0,t,258
23645225,Casa del Arte /  以渔之家 / House of Art,1.0,Ciutat Vella,2,,t,0
23645698,Cozy apartment plaza universitat,47.0,Eixample,4,180.0,t,22
23648479,Beautiful Room in The Centre,1.0,Ciutat Vella,2,,,0
23649134,Cozy room in Barcelona downtown.,2.0,Eixample,1,,t,0
23657604,Sagrada Familia 54,19.0,Eixample,4,283.0,t,303
23658361,Elegant apartment next to Sagrada Família *Bcn*,331.0,Eixample,6,90.0,t,0
23658589,Habitación en el centro de Gracia,1.0,Gràcia,2,,,0
23853965,Super Clean Big room - Great location,3.0,Ciutat Vella,1,50.0,t,55
23865960,"Cozy 2 rooms apt next to Ramblas, monthly rental",17.0,Ciutat Vella,3,102.0,t,148
23866376,Two rooms apartment next to Las Ramblas,17.0,Ciutat Vella,4,117.0,t,231
23866920,Luxury Aircon Beach Apt Barcelona . 31 nights plus,7.0,Ciutat Vella,2,,t,18
23873077,Room with private bathroom,5.0,Eixample,2,60.0,t,364
23874036,Casilda's Yellow Beach Boutique,11.0,Sant Martí,5,174.0,t,321
23661273,Barcelona Fifteen - 2 bedrooms with double beds,16.0,Sants-Montjuïc,4,200.0,t,283
23664180,Unique & Spacious Flat 4BR Terrace 20M Ramblas,11.0,Eixample,10,363.0,t,76
23674529,Barceloneta Gines,165.0,Ciutat Vella,4,116.0,t,144
23681353,Dobleroom in Pl. Catalunya,3.0,Ciutat Vella,2,,t,0
23681623,Spacious & Design 4Br Flat W/ Balcony 15m Ramblas,11.0,Eixample,10,305.0,t,309
23685032,Room & livingroom to relax near Park Güell,1.0,Gràcia,3,,t,0
23685724,"Full of light, 3 bedrooms, 2 bathrooms, Rebuilt",9.0,Sants-Montjuïc,5,269.0,t,73
24323897,Precioso Loft en Barcelona *Bcn* A03,331.0,Eixample,3,120.0,t,271
24324089,Precioso Loft en Barcelona *Bcn* B03,331.0,Eixample,2,66.0,t,153
23887963,Absolute Sagrada Familia 2,9.0,Eixample,5,267.0,t,166
23893953,"Only girls, nearSagrada Familia",2.0,Eixample,1,50.0,t,33
23901684,Habitación doble en centro de Barcelona,1.0,Ciutat Vella,2,,,0
23910668,Linda habitación,1.0,Sant Andreu,1,,,0
24324367,Precioso Apartamento en Barcelona *Bcn* C02,331.0,Eixample,3,120.0,t,219
24324746,Precioso Apartamento en Barcelona *Bcn* B02,331.0,Eixample,3,120.0,t,263
24327366,Cozy 3 bedrooms apartment in central Eixample area,153.0,Eixample,5,54.0,t,160
24333231,Casilda's Green Beach Boutique,11.0,Sant Martí,5,274.0,t,291
24339475,Precioso Apartamento en Barcelona *Bcn* D02,331.0,Eixample,3,120.0,t,288
24341066,Precioso Estudio en Barcelona *Bcn* E01,331.0,Eixample,3,120.0,t,220
24343358,Timeless style in a Double/Twin with balcony,3.0,Eixample,2,194.0,t,106
24343601,Timeless style in this Triple room,3.0,Eixample,3,222.0,t,103
24344024,The Gran Via Penthouse,32.0,Eixample,2,259.0,t,67
23911420,Habitación doble acogedora(Glories-Arc de Triomf),2.0,Eixample,2,,,0
23919529,Sagrada Familia 24,19.0,Eixample,5,262.0,t,333
23930222,Habitacion mediana para parejas,2.0,Sants-Montjuïc,2,,,0
23931051,Lucuma - apartment in the best area of Barcelona!,12.0,Eixample,4,254.0,t,313
23931083,Grenade - double room with private bathroom!,12.0,Sarrià-Sant Gervasi,2,177.0,t,303
23931086,Mamey - loft in the best area of Barcelona!,12.0,Sarrià-Sant Gervasi,4,244.0,t,310
24346762,Comfortable Sant Antoni Apartment with balcony,10.0,Eixample,4,125.0,t,105
24347707,Precioso Estudio en Barcelona *Bcn* C04,331.0,Eixample,3,120.0,t,239
24348022,Double room & private toilet near Sagrada Familia,1.0,Sant Martí,2,,t,0
24355737,Modern penthouse in central and quiet location,2.0,Sants-Montjuïc,3,,t,0
24364911,sunny cosy room city center,3.0,Eixample,1,,t,0
24369154,Great 5bd/3ba apartment in Eixample Center,3.0,Eixample,10,603.0,t,97
24374247,Library Room 5 Rambla Catalunya,14.0,Gràcia,1,19.0,t,341
24376264,Single room in modern apartment,2.0,Les Corts,1,,t,0
23931124,Melon- - double room with private bathroom!,12.0,Eixample,2,,t,309
23931152,Rambután-apartment with beautiful terrace!,12.0,Eixample,4,259.0,t,315
23931201,Pitahaya-apartment with beautiful terrace!,12.0,Eixample,4,262.0,t,314
23931258,Guayaba-apartment in the best area of Barcelona!,12.0,Sarrià-Sant Gervasi,4,235.0,t,313
23931327,Kumquat - double room with private bathroom!,12.0,Sarrià-Sant Gervasi,2,172.0,t,309
23931360,Ananas-apartment in the best area of Barcelona!,12.0,Eixample,4,241.0,t,315
23931452,Grape-triple room in the city center!,12.0,Eixample,3,,t,312
23931481,Maracuyá - double room with private bathroom!,12.0,Eixample,2,172.0,t,310
24390559,Double room with private bathroom in centre BCN,6.0,Ciutat Vella,2,,,0
24398073,"Exquisite, comfort & cozy apartment in Eixample",2.0,Eixample,4,249.0,t,324
24418125,Cosy flat in the heart of Gracia,5.0,Gràcia,1,,,0
24424717,Double Exterior Rooms with balcony,2.0,Ciutat Vella,2,226.0,t,204
24437496,Apartamento vacacional práctico en el barrio de Gr,31.0,Gràcia,4,206.0,t,326
24438591,Habitación doble en l'Eixample 2 - Barcelona,8.0,Eixample,2,,t,0
24440137,Habitación Individual privada cerca del Camp Nou,3.0,Les Corts,1,,,0
24448278,Eixample Dret Valencia / Cartagena by Interhome,277.0,Eixample,3,143.0,t,273
23931498,Coconut-loft in the best area of Barcelona!,12.0,Sarrià-Sant Gervasi,4,244.0,t,309
23932565,Acogedora habitación cerca de Sagrada Familia,3.0,Eixample,1,,t,0
23964555,Luxurious with awesome rooftop,3.0,Gràcia,8,351.0,t,176
23971317,Margarit- Remarkable & Central 4 Bedroom apartment,2.0,Sants-Montjuïc,6,197.0,t,323
24448279,Eixample Dret Sagrada Familia by Interhome,277.0,Eixample,2,150.0,t,323
24448280,Eixample Dret Independencia Valenci by Interhome,277.0,Sant Martí,5,100.0,t,279
24448286,Eix.Dret:Roger de LLuria/Valencia by Interhome,277.0,Eixample,8,331.0,t,186
24448287,Eixample Dret Corsega Roger Lluria by Interhome,277.0,Gràcia,4,178.0,t,258
24448291,Eixample Esq Rocafort Diputacio by Interhome,277.0,Eixample,6,222.0,t,261
24448292,Eixample Esquerre Gran Via Balmes by Interhome,277.0,Eixample,5,267.0,t,254
24448297,Eixample Esquerre Arago Rocafort by Interhome,277.0,Eixample,3,162.0,t,309
24448299,Sants-Les Corts Galileu by Interhome,277.0,Les Corts,4,419.0,t,337
23974236,"Acogedor, comodo, todos confort!",3.0,Sant Andreu,1,,t,0
23976170,Double Room in Sagrada Familia,1.0,Eixample,2,,t,0
24448306,Camp Nou by Interhome,277.0,Les Corts,6,200.0,t,307
24448871,Plaza de Catalunya - Pso. de Gracia by Interhome,277.0,Eixample,5,275.0,t,288
24448873,Vila Olímpica: Sant Martí - Sardenya by Interhome,277.0,Sant Martí,4,189.0,t,214
24448877,Diagonal Mar by Interhome,277.0,Sant Martí,4,282.0,t,201
24448882,Pg Gracia - Valencia by Interhome,277.0,Eixample,7,289.0,t,333
24448886,Sagrada Familia Grassot - Industria by Interhome,277.0,Gràcia,2,142.0,t,271
24448889,Plaza Catalunya/Rda.Universidad by Interhome,277.0,Eixample,6,279.0,t,199
23985594,Double room in beautiful Gracia!,1.0,Gràcia,2,,t,0
23986343,Barcelona Double Room Las Ramblas,2.0,Ciutat Vella,2,,t,0
23987370,2 bedroom apartment in Gracia,145.0,Horta-Guinardó,4,52.0,t,234
23988756,two-bedroom apartment,89.0,Horta-Guinardó,4,53.0,t,68
23989175,PrivateRoom+GoodVibesss,1.0,Ciutat Vella,1,,t,0
23989315,Penthouse with huge terrace and great views,3.0,Eixample,4,110.0,t,318
24452457,Confortable,1.0,Sant Martí,2,,t,0
24464487,Sant Antoni new apt with 9sqm balcony,2.0,Eixample,6,120.0,t,95
24465326,One bedroom appartment in city center monthly rent,17.0,Ciutat Vella,2,108.0,t,245
24465371,Comfortable 2 rooms city center. Monthly rental,17.0,Ciutat Vella,4,122.0,t,210
24465403,Nice apartment in central location. Monthly rental,17.0,Ciutat Vella,2,104.0,t,242
24465422,"Full equipped! Two bedroom apartment, monthly rent",17.0,Ciutat Vella,4,125.0,t,222
24465924,Walk to Paseo de Gracia from Sun-Filled&Stylish Apartment,10.0,Eixample,5,199.0,t,59
23990630,Charming Studio with Amazing View of Las Ramblas,6.0,Ciutat Vella,3,271.0,t,264
23990807,Elegant Zen Studio with Superb View of Las Ramblas,6.0,Ciutat Vella,3,260.0,t,219
24010679,Baño privado en perfecta habitación suite,1.0,Eixample,2,,t,226
24011492,Double room & independent living room in La Rambla,1.0,Ciutat Vella,2,86.0,t,47
24481662,Flateli 430 Estudio 104 (ME)*Bcn*,331.0,Eixample,2,66.0,t,173
24483048,Precioso Estudio en Barcelona *Bcn* B04,331.0,Eixample,3,120.0,t,309
24483306,Precioso Estudio en Barcelona *Bcn* D04,331.0,Eixample,3,120.0,t,303
24485279,Big apartment Barcelona Gran via,31.0,Eixample,10,394.0,t,108
24486669,Plaza Espanya,61.0,Sants-Montjuïc,6,183.0,t,110
24493402,Two-person Flat in Gracia,1.0,Gràcia,2,,t,0
24493534,Charming Gracia's Experience,4.0,Gràcia,2,84.0,t,279
24507118,Amazing Penthouse Room Beach view / Forum Concerts,1.0,Sant Martí,2,56.0,t,179
24025489,Nice 2 bdrm apartment closer to Sagrada Familia,173.0,Horta-Guinardó,4,221.0,t,328
24027579,"Room in penthouse in diagonal, recently moved",1.0,Les Corts,1,,,0
24032849,Habitación doble en el centro de la ciudad,1.0,Ciutat Vella,2,57.0,t,340
24033028,"""PLAZA DE TOROS""  VINTAGE APARTAMENT",2.0,Eixample,5,293.0,t,281
24054263,Beautiful Family Room with balcony Born,3.0,Ciutat Vella,4,,t,98
24061388,Alojamiento la tía,3.0,Sants-Montjuïc,2,50.0,t,55
24070207,Art Gallery Apartment 10,57.0,Sants-Montjuïc,4,193.0,t,57
24075696,HABITACION DOBLE CERCA D SAGRADA FALIMIA Y T.AGBAR,3.0,Eixample,2,,t,0
24077062,2-bedroom apartment fully-equipped. Monthly rental,17.0,Ciutat Vella,4,125.0,t,245
24520554,Exclusive&Classy flat 2 min from Paseo de Gracia,10.0,Eixample,5,273.0,t,38
24520967,Poblenou by Interhome,277.0,Sant Martí,5,209.0,t,309
24533264,WE LOVE TO MAKE YOU FEEL AT HOME !,1.0,Sarrià-Sant Gervasi,2,,t,0
24533436,"Tranquilidad, naturaleza, montaña y buenas vistas.",1.0,Nou Barris,2,93.0,t,180
24534785,Designer Apart./Paseo de Gracia-Rambla Catalunya,1.0,Eixample,4,135.0,t,67
24539639,"FEEL AT HOME,Near BCNA AIRPORT and Plaza España",2.0,Sants-Montjuïc,1,18.0,t,265
24549572,Little room in the heart of el born,3.0,Ciutat Vella,2,61.0,t,182
24550964,Pere IV,165.0,Sant Martí,3,106.0,t,58
24077307,Cute penthouse with terrace 100m from Ramblas,17.0,Ciutat Vella,2,111.0,t,182
24077510,Penthouse with sunny terrace in Barcelona center,17.0,Ciutat Vella,2,112.0,t,345
24077783,Timeless style in this Family room with balcony,3.0,Eixample,4,246.0,t,112
24084921,"Tranquil, metro, agradable. No ascensor",2.0,Sant Andreu,1,,t,0
24088550,Center room,1.0,Eixample,1,,,0
24093404,Habitación matrimonial económica Barcelona,1.0,Sants-Montjuïc,2,,t,0
24566352,Cosy room near Park Güell in the district Gracià,2.0,Sarrià-Sant Gervasi,2,,t,0
24589082,The Gran Via Penthouse,61.0,Eixample,2,198.0,t,5
24589238,Double Eco-room  3,11.0,Sants-Montjuïc,2,160.0,t,222
24589414,Standart Single Room,6.0,Eixample,1,,t,0
24589494,Beautiful Triple Room with Terrace,6.0,Eixample,3,,t,361
24589526,City Center Suite with Terrace near Las Ramblas,6.0,Eixample,3,,t,0
24590001,Wander the Stunning Mosaic Floors at an Elegant City Oasis,6.0,Eixample,3,361.0,t,350
24590016,Boutique Flat in Updated Building with Balcony,6.0,Eixample,2,229.0,t,324
24098604,Private Bedroom in Blai Street’s Apartment,1.0,Sants-Montjuïc,2,,t,0
24109664,Trendy 21st Century Duplex next to Paseo de Gracia,23.0,Gràcia,5,170.0,t,68
24126151,Friendly place in Central Barcelona,1.0,Sants-Montjuïc,2,,t,0
24133214,"SANTS AREA, LIFT, BALCONY,CALM,BRIGHT, METRO L1-L5",8.0,Sants-Montjuïc,4,57.0,t,339
24136809,Private bedroom in the heart of BCN,1.0,Sants-Montjuïc,2,,,0
24137919,Room private bathroom,2.0,Sants-Montjuïc,1,81.0,t,243
24590131,Tiny Double Room City Center,6.0,Eixample,2,192.0,t,321
24615965,Bonito piso en la Barceloneta,3.0,Ciutat Vella,4,,t,0
24619175,Habitación doble en piso compartido.,5.0,Eixample,2,,t,25
24626723,CASAPOU,1.0,Horta-Guinardó,4,,,0
24627138,Casa relax,3.0,Ciutat Vella,1,,,0
24631041,GuestReady - Living a dream in Barcelona,1.0,Sant Martí,4,227.0,t,342
24672191,dia1 HOLA HOLA HAPPY & QUIET APARTMENT & HOLA HOLA,417.0,Eixample,5,,t,0
24677555,Great apartment in Born,3.0,Ciutat Vella,2,,t,10
24678031,"Habitacion doble, comoda y cerca de torrasa L1",6.0,Eixample,2,,t,0
24138826,Gaze at San Antoni Square Market from a Penthouse Apartment,4.0,Eixample,4,125.0,t,144
24142949,Apartment w/balcony La Rambla & 26min to beach!,11.0,Ciutat Vella,2,48.0,t,268
24156044,Cozy room in Gràcia.,4.0,Gràcia,1,60.0,t,37
24167970,Sleeps 20 off Paseo de Gracia,37.0,Eixample,16,1785.0,t,330
24169610,"ATTIC-PENTHOUSE, PLAZA CATALUÑA, TERRACES,LIFT,A/C",8.0,Ciutat Vella,2,60.0,t,352
24171575,Art Gallery Apartment 9,57.0,Sants-Montjuïc,4,193.0,t,68
24172852,Stylish modernist apartment near Plaza Espana,1.0,Eixample,2,85.0,t,224
24178710,LARGE ROOM AND LIVINGROOM WITH ALOT SUNLIGHT!!!,4.0,Ciutat Vella,2,,t,0
24182740,Double room city center Eixample- Rambla Cataluña,1.0,Eixample,4,,t,0
24686801,Habitación individual,4.0,Sant Martí,1,25.0,t,160
24693627,"GRACIA SUITE, cozy 1 bedroom apt, great location",153.0,Gràcia,2,49.0,t,259
